Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
NWE,NorthWestern Corporation,60.78,2946094548.66,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe
NVS,Novartis AG,83.53,195702437000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvs
NVO,Novo Nordisk A/S,46.13,117631500000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvo
DNOW,NOW Inc.,11.81,1272188954.54,n/a,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/dnow
NQ,NQ Mobile Inc.,3.38,330286674.38,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq
NRG,"NRG Energy, Inc.",24.58,7778603809.36,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nrg
NYLD,"NRG Yield, Inc.",18.85,3464500123.5,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nyld
NYLD.A,"NRG Yield, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nyld.a
DCM,"NTT DOCOMO, Inc",23.31,86353888774.23,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm
NUS,"Nu Skin Enterprises, Inc.",59.25,3136824046.5,n/a,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus
NUE,Nucor Corporation,54.71,17475793396.24,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nue
NS,Nustar Energy L.P.,39.05,3632861955.8,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/ns
NS^A,Nustar Energy L.P.,26.64,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ns^a
NS^B,Nustar Energy L.P.,25.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ns^b
NSH,"Nustar GP Holdings, LLC",21.65,929905365.85,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nsh
NSS,"NuStar Logistics, L.P.",25.5,0,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nss
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,8.19,105376618.62,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/jmlp
NVG,Nuveen AMT-Free Municipal Credit Income Fund,15.49,3137544343.55,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg
NUV,Nuveen AMT-Free Municipal Value Fund,10.17,2103923316.33,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/nuv
NUW,Nuveen AMT-Free Municipal Value Fund,17.2,255392342.4,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nuw
NEA,Nuveen AMT-Free Quality Municipal Income Fund,13.87,3644707932.89,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nea
NAZ,Nuveen Arizona Quality Municipal Income Fund,14.754,172068023.364,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/naz
NBB,Nuveen Build America Bond Fund,21.62,572108115.7,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbb
NBD,Nuveen Build America Bond Opportunity Fund,22.43,161613757.5,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbd
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,15.75,751837716,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkx
NCB,Nuveen California Municipal Value Fund 2,17.82,58714137.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb
NCA,"Nuveen California Municipal Value Fund, Inc.",10.38,289548262.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nca
NAC,Nuveen California Quality Municipal Income Fund,15.16,2199792694.44,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nac
NTC,Nuveen Connecticut Quality Municipal Income Fund,12.34,179349263.84,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ntc
JCE,Nuveen Core Equity Alpha Fund,15.34,245772663.24,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/jce
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.98,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jco
JQC,Nuveen Credit Strategies Income Fund,8.42,1143158055.8,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/jqc
JDD,Nuveen Diversified Dividend and Income Fund,12.8,252696742.4,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/jdd
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,16.58,598295103,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/diax
JMF,Nuveen Energy MLP Total Return Fund,11.97,473560731,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/jmf
NEV,Nuveen Enhanced Municipal Value Fund,14.77,368512504.36,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nev
JFR,Nuveen Floating Rate Income Fund,11.77,664468582.25,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/jfr
JRO,Nuveen Floating Rate Income Opportuntiy Fund,11.611,461421871.493,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/jro
NKG,Nuveen Georgia Quality Municipal Income Fund ,13.01,137246562.13,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkg
JGH,Nuveen Global High Income Fund,17.02,395409916.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/jgh
JHA,Nuveen High Income 2020 Target Term Fund,10.06,295210357.96,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/jha
JHY,Nuveen High Income 2020 Target Term Fund,10.09,150641106.87,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/jhy
JHD,Nuveen High Income December 2019 Target Term Fund,10.2401,277139397.613,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/jhd
JHB,Nuveen High Income November 2021 Target Term Fund,10.04,560951325.84,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/jhb
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,15.87,99796416.03,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxc
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,14.11,55380268.45,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxn
NID,Nuveen Intermediate Duration Municipal Term Fund,13.48,632342216.8,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/nid
NMY,Nuveen Maryland Quality Municipal Income Fund,13.03,304571871.92,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nmy
NMT,Nuveen Massachusetts Municipal Income Fund,14.32,133865651.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmt
NUM,Nuveen Michigan Quality Municipal Income Fund,13.83,287814567.21,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/num
NMS,Nuveen Minnesota Quality Municipal Income Fund,15.66,89270800.92,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/nms
NOM,Nuveen Missouri Quality Municipal Income Fund,15.16,35499277.56,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom
JLS,Nuveen Mortgage Opportunity Term Fund,25.64,407379011.88,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/jls
JMM,Nuveen Multi-Market Income Fund,7.5,70967625,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmm
NHA,Nuveen Municipal 2021 Target Term Fund,9.995,86152252.325,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/nha
NZF,Nuveen Municipal Credit Income Fund,15.22,2163156289.32,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf
NMZ,Nuveen Municipal High Income Opportunity Fund,13.56,844794996.96,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz
NMI,"Nuveen Municipal Income Fund, Inc.",11.6,97891947.6,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/nmi
NXJ,Nuveen New Jersey Quality Municipal Income Fund,13.86,590223650.94,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxj
NRK,Nuveen New York AMT-Free Quality Municipal,13.3,1165326103.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nrk
NYV,Nuveen New York Municipal Value Fund 2,15.4773,36365649.8076,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv
NNY,"Nuveen New York Municipal Value Fund, Inc.",10.1999,155119987.4009,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/nny
NAN,Nuveen New York Quality Municipal Income Fund,14.21,442308218.66,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nan
NNC,Nuveen North Carolina Quality Municipal Income Fd,13.4046,220083532.3368,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/nnc
NUO,Nuveen Ohio Quality Municipal Income Fund,15.14,280422398.7,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/nuo
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,13.54,511200547.14,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/nqp
JPT,Nuveen Preferred and Income 2022 Term Fund,25.22,172089981.44,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jpt
JPI,Nuveen Preferred and Income Term Fund,24.87,565974249.96,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/jpi
JPC,Nuveen Preferred Income Opportunites Fund,10.51,1086025089.99,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/jpc
NAD,Nuveen Quality Municipal Income Fund,14.26,2878841127.42,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nad
JPS,Nuveen Quality Preferred Income Fund 2,10.17,2072719539.27,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/jps
JRI,Nuveen Real Asset Income and Growth Fund,18,175547700,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/jri
JRS,Nuveen Real Estate Fund,11.14,321862126.94,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
BXMX,Nuveen S&P 500 Buy-Write Income Fund,13.67,1415590684.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxmx
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,15.26,246488355.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spxx
NIM,Nuveen Select Maturities Municipal Fund,10.35,128809507.05,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nim
NXP,Nuveen Select Tax Free Income Portfolio,14.66,242920744.6,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxp
NXQ,Nuveen Select Tax Free Income Portfolio II,13.97,247460766.19,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxq
NXR,Nuveen Select Tax Free Income Portfolio III,14.84,193596110.4,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxr
NSL,Nuveen Senior Income Fund,6.61,255290573.92,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nsl
JSD,Nuveen Short Duration Credit Opportunities Fund,17.36,175260449.28,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/jsd
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.23,235080838.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jtd
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,13.04,180514623.84,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/jta
NTX,Nuveen Texas Quality Municipal Income Fund,14.43,144692640.3,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/ntx
NPV,Nuveen Virginia Quality Municipal Income Fund,13.17,236180862.99,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/npv
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.29,174061043.76,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/niq
JMT,Nuven Mortgage Opportunity Term Fund 2,24.62,119930839.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmt
NVR,"NVR, Inc.",2694.11,10085724078.2,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nvr
OAK,"Oaktree Capital Group, LLC",46.05,7193740122.75,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak
OAS,Oasis Petroleum Inc.,7.24,1718887792.84,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oas
OBE,Obsidian Energy Ltd.,1.01,509372202.13,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/obe
OXY,Occidental Petroleum Corporation,59.22,45278017975.26,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oxy
OII,"Oceaneering International, Inc.",23.31,2290664912.13,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/oii
OZM,Och-Ziff Capital Management Group LLC,2.89,1515973917.61,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/ozm
OCIP,OCI Partners LP,8.4,730779756,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ocip
OCN,Ocwen Financial Corporation,2.9,379491268.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ocn
OFG,OFG Bancorp,9.2,404316466.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,24.4299,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg^a
OFG^B,OFG Bancorp,24.1699,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^b
OFG^D,OFG Bancorp,24.3464,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^d
OGE,OGE Energy Corporation,36.22,7233289311.36,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/oge
OIBR.C,Oi S.A.,n/a,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/oibr.c
OIS,"Oil States International, Inc.",21.75,1111431568.5,n/a,2001,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/ois
ODC,Oil-Dri Corporation Of America,39.18,285879495.06,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/odc
ORI,Old Republic International Corporation,19.29,5086537874.19,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori
OLN,Olin Corporation,29.99,4986081618.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oln
OMAA,OM Asset Management plc,24.7,0,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/omaa
OMAM,OM Asset Management plc,13.55,1486710850.9,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/omam
OHI,"Omega Healthcare Investors, Inc.",31.29,6171673424.49,n/a,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ohi
OME,Omega Protein Corporation,15.8,354936745.8,n/a,1998,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ome
OMC,Omnicom Group Inc.,73.13,16875055011.65,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc
OMN,OMNOVA Solutions Inc.,8.65,388484414.45,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/omn
ASGN,"On Assignment, Inc.",45.47,2401040394.45,n/a,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
ONDK,"On Deck Capital, Inc.",4.66,340802389.6,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ondk
OGS,"ONE Gas, Inc.",75.23,3932205671.91,n/a,2014,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ogs
OLP,"One Liberty Properties, Inc.",24.19,450659530.67,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/olp
OB,"OneBeacon Insurance Group, Ltd.",18.21,1725240092.76,n/a,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ob
OMF,"OneMain Holdings, Inc.",27.05,3659917206.5,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/omf
OKE,"ONEOK, Inc.",53.66,20391243016.96,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/oke
OOMA,"Ooma, Inc.",8.85,161718820.05,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/ooma
OPY,"Oppenheimer Holdings, Inc.",16.45,217821688,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
ORCL,Oracle Corporation,49.24,203690221680,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl
ORAN,Orange,16.86,44826262692.12,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oran
OA,"Orbital ATK, Inc.",107.19,6174979117.29,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/oa
ORC,"Orchid Island Capital, Inc.",9.86,446695675.06,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orc
OEC,Orion Engineered Carbons S.A,21.9,1299112686.6,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oec
ORN,"Orion Group Holdings, Inc.",5.35,150888671.5,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/orn
IX,Orix Corp Ads,80.44,20612983356.44,n/a,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/ix
ORA,"Ormat Technologies, Inc.",55.56,2773015156.8,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ora
OSK,Oshkosh Corporation,72.13,5397449454.71,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/osk
OR,Osisko Gold Royalties Ltd,13.58,2131574773.02,n/a,2016,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/or
OUT,OUTFRONT Media Inc.,22.31,3092706281.27,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/out
OSG,"Overseas Shipholding Group, Inc.",2.06,154570299.56,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osg
OMI,"Owens & Minor, Inc.",27.41,1678215980.33,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/omi
OC,Owens Corning Inc,70.09,7793534051.42,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/oc
OI,"Owens-Illinois, Inc.",24.08,3922052779.68,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/oi
OXM,"Oxford Industries, Inc.",60.03,1009156586.13,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/oxm
PAI,"Pacific American Income Shares, Inc.",16.04,151890956.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pai
ROYT,Pacific Coast Oil Trust,1.47,56717242.26,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royt
PACD,Pacific Drilling S.A.,0.495,10555875,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pacd
PCG,Pacific Gas & Electric Co.,70.08,35938541792.64,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pcg
PKG,Packaging Corporation of America,110.36,10412628008.48,n/a,2000,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/pkg
PANW,"Palo Alto Networks, Inc.",128.63,11811309157.41,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw
PAM,Pampa Energia S.A.,62.06,4558914381.22,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pam
P,"Pandora Media, Inc.",8.08,1960378601.12,n/a,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/p
PHX,Panhandle Royalty Company,20.7,345090031.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/phx
PAR,PAR Technology Corporation,11,174980091,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/par
PGRE,"Paramount Group, Inc.",15.8,3772542616,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pgre
PKE,Park Electrochemical Corporation,18.03,364836076.38,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/pke
PK,Park Hotels & Resorts Inc.,26.1,5607339633.9,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pk
PKD,Parker Drilling Company,1.2,165906212.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pkd
PH,Parker-Hannifin Corporation,157.3,20949742370.7,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ph
PKY,"Parkway, Inc.",22.88,1145815093.28,n/a,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pky
PE,"Parsley Energy, Inc.",25.08,7885100586,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pe
PRE^F,PartnerRe Ltd.,25.878,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^f
PRE^G,PartnerRe Ltd.,27.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^g
PRE^H,PartnerRe Ltd.,28.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^h
PRE^I,PartnerRe Ltd.,26.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^i
PRTY,Party City Holdco Inc.,14.3,1709277698.7,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prty
PTHN,Patheon N.V.,34.97,5075413403.58,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pthn
PN,"Patriot National, Inc.",1.52,40822334.48,n/a,2015,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/pn
PAYC,"Paycom Software, Inc.",72.77,4335309862.7,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
PBF,PBF Energy Inc.,20.97,2300739361.38,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,21.75,911168073.75,n/a,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pbfx
BTU,Peabody Energy Corporation,27.88,2794236783.88,n/a,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/btu
PSO,"Pearson, Plc",7.95,6535907368.35,n/a,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/pso
PEB,Pebblebrook Hotel Trust,32.07,2211333806.22,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/peb
PEB^C,Pebblebrook Hotel Trust,25.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^c
PEB^D,Pebblebrook Hotel Trust,26.37,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^d
PBA,Pembina Pipeline Corp.,31.92,12860147166.72,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pba
PGH,Pengrowth Energy Corporation,0.587,324168463.048,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pgh
PEI,Pennsylvania Real Estate Investment Trust,10.47,731095055.76,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pei
PEI^A,Pennsylvania Real Estate Investment Trust,25.5554,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^a
PEI^B,Pennsylvania Real Estate Investment Trust,25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^b
PEI^C,Pennsylvania Real Estate Investment Trust,25.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^c
PFSI,"PennyMac Financial Services, Inc.",17.1,402031123.2,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfsi
PMT,PennyMac Mortgage Investment Trust,17.34,1159048863.3,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pmt
PMT^A,PennyMac Mortgage Investment Trust,25.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmt^a
PMT^B,PennyMac Mortgage Investment Trust,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmt^b
PAG,"Penske Automotive Group, Inc.",40.26,3463181183.22,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/pag
PNR,Pentair plc.,61.51,11162783808.21,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr
